delta_frontal,delta_temporal,delta_parietal,delta_occipital,theta_frontal,theta_temporal,theta_parietal,theta_occipital,alpha_frontal,alpha_temporal,alpha_parietal,alpha_occipital,beta_frontal,beta_temporal,beta_parietal,beta_occipital,gamma_frontal,gamma_temporal,gamma_parietal,gamma_occipital
15.076818985821221,13.14391657457282,13.041500809446227,14.51221890806229,5.362842659601526,2.5869644845662316,3.2600395664807973,4.885585185212803,0.912455190099638,-2.322238919834537,-1.9890047721620883,0.6718994847053616,-3.0410567296122304,-7.069346379803065,-6.625544854429716,-3.648805966472055,-9.290188713784072,-12.706184398490173,-12.42084035982061,-11.448306561747962
7.984208073511829,12.388075226653497,9.472490954282861,10.179127047413658,2.3927431265847527,3.2695881269502696,3.4194215043627683,3.7502485738026614,1.6163744667413225,1.1600278366007757,3.2673326235336404,5.936004784230796,-3.304797825236994,-5.292544266480161,-3.792952514660807,-2.536450752143028,-10.020468196766142,-12.482489205293945,-11.772630689493049,-11.564416015566158
11.239702638586103,8.465388895693946,10.528402295227927,10.836221713346081,2.6593946111459945,0.3704929112428215,2.0083228470610566,3.089040834908671,-2.1854924675517635,-3.879034959729439,-3.2309215056083262,-0.143172740403328,-5.35495835428911,-6.251468515530846,-6.002988912498758,-2.92350109666489,-11.131412212267854,-11.450146759434856,-11.624944123133218,-9.015243441862875
4.745000124606143,4.652827554114452,5.134092569981921,7.363774419196643,-0.1738155172137052,-0.36566806802264074,-2.0794060601041497,1.3022766123681748,-3.315534148864711,-2.989607274616528,-5.012757793889961,0.27722185542946676,-5.882657995244871,-4.621960956674763,-7.396070323056148,-2.362242221425204,-11.521374874508357,-9.694670994304566,-12.043570700165613,-9.376422156443837
6.56394916408133,5.086260566113303,5.107025482007894,6.722253248323988,-1.4198349763912073,-2.3290132267266963,-1.127842243728335,-1.2343574707702998,-2.96015732825469,-1.689096242803415,-2.361830308957512,0.06934444828583186,-5.9208298461138416,-2.0847033885425814,-5.5069688280453395,-4.850824167793718,-12.390166951933374,-7.89771060922466,-13.358565539782813,-14.384892751502719
9.105437537421896,7.729108367676575,9.245041855277302,9.16696909419894,0.20988928028132015,-1.6408482716418253,-0.35559344890444755,-0.5386884173498783,-2.866510464022805,-5.344316952975589,-2.873485196314673,-0.7806446768763152,-6.66612869104991,-7.848192712120665,-6.825152689220143,-6.212502724515415,-12.6008166071497,-12.997016003848556,-13.446814493762446,-13.747683584757002
8.900696057589965,5.9729157977660545,6.561369279402873,5.544251390406767,-0.1539093248847701,-1.6522579279782974,-1.671633188466608,-1.230072748028439,2.295217873201006,3.0552456545600872,3.4183845016356784,7.012262236697252,-6.569968951752745,-3.8646893166462934,-6.712262464464974,-4.643356895126113,-13.043025046355753,-9.782081555618024,-13.742041937379636,-12.275227552489046
6.003338554872929,4.097141355663963,4.9367399973264625,6.308199878980323,-0.0767907949836363,-1.042577852659477,-0.08872417668896601,0.06123906047985739,3.7796965099847517,3.3384295011856544,7.975719022696003,8.84844871497414,-6.133783295103607,-2.6893055728538893,-4.107777852190845,-3.582231116564035,-12.89898467563824,-9.039561399840373,-12.079456520409325,-11.710880929402899
9.192188999590277,8.992609474639178,8.756006317709595,10.714356595794754,1.23214998780877,0.7769422024586532,1.1677900995435895,2.7731532160648293,-3.1102947567287043,-2.3350462131268532,-1.507006224829575,0.2961353288938157,-4.586284953534934,-2.9158349556500545,-4.0968663520572655,-2.720908918665353,-10.88843063529321,-8.802869057128895,-10.499598401223356,-9.906814478718648
10.641555296219899,11.49746449633281,12.529074380928236,13.069721474813944,2.588283085822966,3.390289324267933,4.2781354558393385,3.903502252178205,-1.9391226275156517,-0.25389383618003597,-0.848007453133222,0.826779269557357,-5.253193967302607,-1.2371709870198493,-3.241756913203625,-3.700631779901283,-12.230278132155453,-8.800053932833059,-10.883302655335296,-11.690458683313977
10.381471409087975,8.866306898765826,8.27916963529992,7.493021702812675,2.689009116441752,0.82825344730929,0.28753510124835063,0.8336835376244749,2.1005785451153796,1.9071537825443663,1.2428947171635656,1.7669413559283795,-3.7388824468225286,-4.275873627630043,-5.076607822609448,-4.400539069508297,-11.389148996576303,-12.018868447914418,-13.014486240736623,-12.670957689758781
10.04881080818982,10.55036495040833,11.676590779733937,11.441597838212687,2.5187081750226286,2.501630973151258,3.2763179124796737,4.261981817955489,0.5673789379734548,1.1500902779518856,2.0779274485259642,3.018531365880616,-4.137561422355846,-3.8399688659153206,-2.966735703146936,-1.9236622408890072,-12.591475109005952,-12.467795237583765,-11.949452591171884,-11.19283878155243
13.646945838164854,12.443471272056122,13.924026174190907,13.826784102653509,5.980113602893054,4.6620543979814535,5.784924759055183,6.064858218440126,0.6135480741046213,-0.42002108891395895,0.7291318614014148,3.1565541241471493,-4.516591695087395,-3.2892527547525914,-2.8973494817685275,-2.1063164791481874,-12.805382636666824,-11.339757998782346,-11.70905781174556,-11.266014209874285
10.643755657076206,11.680834460388063,10.8741373847745,12.096949740075534,3.752072968755988,4.546078410841937,4.574889463554617,6.03838748347574,-0.5855712514213685,-0.24968572614414725,-0.06140308737225214,3.625330390210844,-5.396335231162803,-3.8711530359068407,-3.521324970646595,-1.6084538211478618,-13.323935687702754,-12.384916514389916,-12.339364903473731,-10.648868842977414
7.6135761537816045,6.296236606479905,7.838602584445706,10.082308823190326,1.0970452345804669,0.8602860195573502,2.2434020283886134,3.3451366203279718,-0.2303761201383074,-0.8202677213196038,0.268833355538708,4.028690082047625,-4.158273969324265,-1.906789680659604,-5.176894070556502,-3.7061378517862926,-11.560764720287196,-9.444699656079546,-13.336694809762477,-12.951591736099054
9.478411285604311,9.71902277077023,9.5526994309943,9.466836273239549,1.6883559365647296,0.8740565438022371,2.274446688240298,2.6734900711794665,0.41651468356475385,-0.9006933052689019,0.16204145888854632,3.440275820629579,-4.315756582256172,-5.901804320254347,-5.659627771981337,-4.187855586123531,-11.264684691365073,-12.936609341132165,-13.550966719615818,-12.970680598733733
13.25564206797533,12.762083676760744,14.346028352636786,13.09672151315684,4.4432434939097645,4.132989510291885,4.7637647505047855,3.980166593912867,0.23803616064868027,0.8546042136616723,1.3116322822399535,0.05394094863502021,-2.448873822301251,0.10648571862884537,-1.357172289632992,-3.4452782962780235,-9.208052036012576,-6.902324016598792,-8.485173566591243,-11.62082364537924
7.826974490747728,6.592598381384713,8.834761370603069,10.63356412832675,-0.04220899716646209,-1.3427115515930006,1.4092263482952236,3.3722935872364044,-1.7341012790000332,-2.209948504071546,0.09452015600095642,2.680080970551145,-4.1958074828220155,-1.6327141122177269,-3.8990949524152008,-2.601745621689144,-10.726951259149827,-8.293976512714469,-11.577231497501426,-12.067713987927455
12.243220264268682,12.872316231232862,11.061341354412683,9.399571345237021,3.5627403166679326,3.802609608310851,3.342041274540677,2.3011567997426634,1.442212217042695,2.3820178192381105,2.2821652118748132,1.400595739976867,-5.111396687244735,-3.274131888526059,-4.150700155461474,-6.638951097328508,-12.325483750294783,-10.357274403472495,-11.515418679531578,-14.588176701946683
13.607712004570491,10.852413791136296,11.870525029206593,10.226407389235415,4.415221359364686,2.811356206582619,2.7381875863874936,2.779292206762976,0.056880503979250374,0.5977407938678541,-0.20156798609103885,2.8887290024907077,-5.451712088784335,0.39661976068434657,-5.588578855438403,-4.9026830941040735,-12.356089508965047,-6.534950489186009,-11.770602581522176,-12.37896689740631
12.900278083741897,15.350324296755211,17.824927678743443,17.41494693545691,4.542885673487948,5.29749785933875,6.361713774275746,6.658106622304689,-0.9764362175733203,-1.5914458359482824,-0.5134855174252597,0.7914353794169512,-5.766843038340603,-3.7379508677494107,-6.457576320005355,-5.6867608429716725,-11.788750260918187,-10.65787048389906,-12.611146108766551,-12.258808847429789
12.34088222720155,12.797362247664744,16.089590108382456,16.14023356498515,4.851618545122028,4.898019980286816,7.0963444062263,7.070027652250244,-0.8033357244907483,-0.8993985263109929,1.3240903515847844,2.7783148593961027,-5.7246399930950265,-2.7322031399095614,-3.7676809619283906,-3.544300061323435,-11.807320288294854,-8.93854223840653,-10.562120073555867,-12.123781193668934
11.269652647157184,11.424387132751242,12.108889431997902,12.501725149664075,2.5945095197813988,3.038267688152372,3.519239237083298,3.261057962617139,-2.0554091893903257,-0.8095585882390366,-0.3268893990961753,1.8490842885503085,-6.7582266295894815,-2.893145551572129,-5.510480586993235,-5.703086744489459,-12.664089552503961,-8.944350153135757,-11.771959006789249,-12.562506475399656
11.673229642354457,12.614311704636137,14.474718581014503,14.725383763374108,2.650263030301074,3.666377943861057,4.68150315474711,3.816802727890656,-1.1934996885028768,0.38597167252860265,0.7414037569979306,1.2681085960977758,-5.136784286215272,-0.992335326992825,-4.406000572833872,-3.882551314859621,-11.321380017121296,-7.663305362716146,-11.21212581429053,-11.29751322784351
9.67798745328434,10.807917248118205,10.97596660046484,11.237807840624562,2.0543787914389497,1.6370641728225852,2.5225525458147433,2.509152634629134,-1.9267893591898297,-2.8554149681428154,-1.975759347572092,-1.6286946776989217,-3.752123878800373,-3.100091960207707,-5.400271713257892,-5.082556370838267,-10.146088207001805,-9.640048859796316,-12.741019625280856,-13.102183526690037
12.72399900283521,11.287396616778054,14.919595982309705,14.495101507705957,3.6355904550684475,1.9088746607043086,6.145628138407603,4.987995561503064,-0.901138420747029,-3.102013557948746,1.6320438227677894,0.42152291702668876,-5.785462049260243,-7.332726904410102,-3.994662362405668,-4.127630468947381,-12.355275525765574,-14.102722294977148,-11.642828883081581,-11.930196174203328
8.278136014873727,10.936496888101578,10.56589090575023,10.73135364092015,2.3601921031559696,3.3417461854531556,3.330384423669975,4.244873004035055,-0.471664039370389,0.59272482724526,0.7059104439837364,3.1185987095709304,-5.380011890292548,-2.920419476162306,-5.687376947763434,-3.899911942243896,-11.794723159173598,-8.677883602121607,-12.613074011254447,-11.386917372119267
13.345210715234945,13.234749068258772,11.92609780014804,12.103677756066318,4.481617237656197,4.830775639454817,4.032968985612641,4.604950993899679,1.1387930117862173,1.499234956297042,1.9555930692480459,4.225029005046016,-3.3610283936706526,-1.2412853467752496,-2.91064048710443,-0.4107586022501093,-9.669601060763105,-7.1891358232310605,-10.437576628544882,-8.489184008167955
5.824003708411272,5.894954336870562,5.875154770452265,5.464285067777907,-0.5803780543468968,0.04216402340204417,0.897248798486379,0.2795399619794463,0.3767049768605999,1.3947523477061625,2.609816248577599,4.512386428073399,-5.294564960019484,-2.4379242533881684,-4.9453925658159035,-4.666872604748266,-11.630320506906148,-8.26815292037188,-12.275200712389793,-11.84728791291991
7.554111977235802,8.507702715525411,7.989635095025733,7.81191193994253,0.6046287879059462,-0.5658666323486102,2.58407685137172,1.217585618392786,-0.5227219040236799,-0.4804585634491072,3.133410960983598,3.8645113411097025,-4.538058455727418,-0.05258299016654877,-1.4968337050158034,-3.040203073213182,-11.502474819970772,-5.759301416875402,-8.831747215624969,-10.277655990887087
12.75336337826955,11.927280817136047,15.782160548020574,13.571934769551271,4.198532956190357,3.7031019128325484,6.060155688822821,4.441164740595934,-0.9472765580219377,-0.4073037419436931,2.7979125867284935,2.0565296218846996,-4.687664957736093,-0.4873399231534039,-1.738701191450747,-2.824479580535073,-10.724721051122987,-6.475504148918592,-8.367785379562964,-9.970497416199425
8.584892352489085,7.001999544808466,8.371677446504881,9.997912720276691,2.3061625788506377,1.845712590935868,2.313445656911214,2.7965309759878894,-0.11546248031803238,0.16936614412915854,-0.15278494535710685,3.6409947355878387,-5.37344018850384,-2.359571911167015,-5.229105493857198,-3.786340314206286,-11.502978413648082,-9.239706347192794,-11.945315209011497,-10.31886314304941
